,LIPNet,LIPNet,LIPNet,LIPNet,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AIUPred,AIUPred,AIUPred,AIUPred
0.789,54014.0,13824.0,22601.0,8800.0,67516.0,322.0,15475.0,15926.0,66647.0,1105.0,13646.0,17720.0
0.788,53939.0,13899.0,22571.0,8830.0,67513.0,325.0,15429.0,15972.0,66631.0,1121.0,13581.0,17785.0
0.787,53880.0,13958.0,22538.0,8863.0,67511.0,327.0,15380.0,16021.0,66611.0,1141.0,13523.0,17843.0
0.786,53806.0,14032.0,22515.0,8886.0,67507.0,331.0,15336.0,16065.0,66593.0,1159.0,13473.0,17893.0
0.785,53748.0,14090.0,22493.0,8908.0,67507.0,331.0,15296.0,16105.0,66573.0,1179.0,13429.0,17937.0
0.784,53684.0,14154.0,22469.0,8932.0,67506.0,332.0,15245.0,16156.0,66555.0,1197.0,13386.0,17980.0
0.783,53623.0,14215.0,22447.0,8954.0,67503.0,335.0,15185.0,16216.0,66536.0,1216.0,13334.0,18032.0
0.782,53567.0,14271.0,22406.0,8995.0,67499.0,339.0,15136.0,16265.0,66517.0,1235.0,13279.0,18087.0
0.781,53507.0,14331.0,22382.0,9019.0,67498.0,340.0,15079.0,16322.0,66502.0,1250.0,13235.0,18131.0
0.78,53443.0,14395.0,22367.0,9034.0,67495.0,343.0,15039.0,16362.0,66491.0,1261.0,13181.0,18185.0
0.779,53386.0,14452.0,22344.0,9057.0,67493.0,345.0,14993.0,16408.0,66480.0,1272.0,13136.0,18230.0
0.778,53314.0,14524.0,22313.0,9088.0,67489.0,349.0,14942.0,16459.0,66451.0,1301.0,13098.0,18268.0
0.777,53254.0,14584.0,22276.0,9125.0,67485.0,353.0,14889.0,16512.0,66438.0,1314.0,13047.0,18319.0
0.776,53197.0,14641.0,22253.0,9148.0,67484.0,354.0,14823.0,16578.0,66422.0,1330.0,12996.0,18370.0
0.775,53136.0,14702.0,22221.0,9180.0,67480.0,358.0,14760.0,16641.0,66404.0,1348.0,12948.0,18418.0
0.774,53089.0,14749.0,22193.0,9208.0,67476.0,362.0,14707.0,16694.0,66388.0,1364.0,12898.0,18468.0
0.773,53044.0,14794.0,22171.0,9230.0,67470.0,368.0,14657.0,16744.0,66371.0,1381.0,12854.0,18512.0
0.772,52983.0,14855.0,22140.0,9261.0,67470.0,368.0,14604.0,16797.0,66352.0,1400.0,12803.0,18563.0
0.771,52913.0,14925.0,22110.0,9291.0,67468.0,370.0,14551.0,16850.0,66330.0,1422.0,12748.0,18618.0
0.77,52856.0,14982.0,22079.0,9322.0,67467.0,371.0,14505.0,16896.0,66313.0,1439.0,12705.0,18661.0
0.769,52811.0,15027.0,22052.0,9349.0,67465.0,373.0,14459.0,16942.0,66298.0,1454.0,12670.0,18696.0
0.768,52761.0,15077.0,22016.0,9385.0,67461.0,377.0,14412.0,16989.0,66282.0,1470.0,12620.0,18746.0
0.767,52708.0,15130.0,21992.0,9409.0,67461.0,377.0,14366.0,17035.0,66262.0,1490.0,12568.0,18798.0
0.766,52641.0,15197.0,21967.0,9434.0,67457.0,381.0,14320.0,17081.0,66238.0,1514.0,12532.0,18834.0
0.765,52582.0,15256.0,21939.0,9462.0,67454.0,384.0,14265.0,17136.0,66214.0,1538.0,12478.0,18888.0
0.764,52508.0,15330.0,21900.0,9501.0,67451.0,387.0,14201.0,17200.0,66184.0,1568.0,12430.0,18936.0
0.763,52452.0,15386.0,21870.0,9531.0,67447.0,391.0,14157.0,17244.0,66158.0,1594.0,12395.0,18971.0
0.762,52384.0,15454.0,21844.0,9557.0,67443.0,395.0,14107.0,17294.0,66137.0,1615.0,12340.0,19026.0
0.761,52315.0,15523.0,21815.0,9586.0,67442.0,396.0,14052.0,17349.0,66117.0,1635.0,12304.0,19062.0
0.76,52265.0,15573.0,21779.0,9622.0,67437.0,401.0,14001.0,17400.0,66096.0,1656.0,12263.0,19103.0
0.759,52208.0,15630.0,21750.0,9651.0,67432.0,406.0,13959.0,17442.0,66079.0,1673.0,12212.0,19154.0
0.758,52145.0,15693.0,21725.0,9676.0,67432.0,406.0,13899.0,17502.0,66057.0,1695.0,12170.0,19196.0
0.757,52091.0,15747.0,21704.0,9697.0,67429.0,409.0,13859.0,17542.0,66038.0,1714.0,12132.0,19234.0
0.756,52028.0,15810.0,21683.0,9718.0,67425.0,413.0,13792.0,17609.0,66020.0,1732.0,12087.0,19279.0
0.755,51971.0,15867.0,21657.0,9744.0,67418.0,420.0,13755.0,17646.0,66001.0,1751.0,12045.0,19321.0
0.754,51903.0,15935.0,21629.0,9772.0,67416.0,422.0,13713.0,17688.0,65980.0,1772.0,12005.0,19361.0
0.753,51844.0,15994.0,21593.0,9808.0,67413.0,425.0,13668.0,17733.0,65961.0,1791.0,11979.0,19387.0
0.752,51778.0,16060.0,21555.0,9846.0,67412.0,426.0,13614.0,17787.0,65947.0,1805.0,11928.0,19438.0
0.751,51721.0,16117.0,21526.0,9875.0,67408.0,430.0,13574.0,17827.0,65921.0,1831.0,11894.0,19472.0
0.75,51663.0,16175.0,21506.0,9895.0,67403.0,435.0,13541.0,17860.0,65896.0,1856.0,11847.0,19519.0
0.749,51609.0,16229.0,21479.0,9922.0,67400.0,438.0,13503.0,17898.0,65873.0,1879.0,11815.0,19551.0
0.748,51546.0,16292.0,21454.0,9947.0,67397.0,441.0,13462.0,17939.0,65854.0,1898.0,11781.0,19585.0
0.747,51490.0,16348.0,21425.0,9976.0,67389.0,449.0,13424.0,17977.0,65836.0,1916.0,11737.0,19629.0
0.746,51434.0,16404.0,21402.0,9999.0,67386.0,452.0,13380.0,18021.0,65813.0,1939.0,11694.0,19672.0
0.745,51383.0,16455.0,21372.0,10029.0,67382.0,456.0,13342.0,18059.0,65797.0,1955.0,11647.0,19719.0
0.744,51317.0,16521.0,21347.0,10054.0,67380.0,458.0,13291.0,18110.0,65777.0,1975.0,11599.0,19767.0
0.743,51241.0,16597.0,21318.0,10083.0,67378.0,460.0,13237.0,18164.0,65754.0,1998.0,11558.0,19808.0
0.742,51184.0,16654.0,21297.0,10104.0,67376.0,462.0,13190.0,18211.0,65734.0,2018.0,11512.0,19854.0
0.741,51129.0,16709.0,21274.0,10127.0,67374.0,464.0,13156.0,18245.0,65708.0,2044.0,11473.0,19893.0
0.74,51067.0,16771.0,21252.0,10149.0,67373.0,465.0,13115.0,18286.0,65684.0,2068.0,11431.0,19935.0
0.739,51022.0,16816.0,21216.0,10185.0,67367.0,471.0,13067.0,18334.0,65665.0,2087.0,11385.0,19981.0
0.738,50961.0,16877.0,21188.0,10213.0,67362.0,476.0,13022.0,18379.0,65637.0,2115.0,11349.0,20017.0
0.737,50894.0,16944.0,21160.0,10241.0,67359.0,479.0,12975.0,18426.0,65618.0,2134.0,11320.0,20046.0
0.736,50842.0,16996.0,21148.0,10253.0,67354.0,484.0,12929.0,18472.0,65598.0,2154.0,11284.0,20082.0
0.735,50798.0,17040.0,21123.0,10278.0,67347.0,491.0,12881.0,18520.0,65575.0,2177.0,11247.0,20119.0
0.734,50747.0,17091.0,21098.0,10303.0,67342.0,496.0,12850.0,18551.0,65548.0,2204.0,11214.0,20152.0
0.733,50690.0,17148.0,21075.0,10326.0,67337.0,501.0,12811.0,18590.0,65535.0,2217.0,11180.0,20186.0
0.732,50617.0,17221.0,21051.0,10350.0,67333.0,505.0,12771.0,18630.0,65512.0,2240.0,11143.0,20223.0
0.731,50548.0,17290.0,21017.0,10384.0,67331.0,507.0,12723.0,18678.0,65489.0,2263.0,11106.0,20260.0
0.73,50476.0,17362.0,20991.0,10410.0,67326.0,512.0,12694.0,18707.0,65473.0,2279.0,11071.0,20295.0
0.729,50425.0,17413.0,20951.0,10450.0,67321.0,517.0,12663.0,18738.0,65445.0,2307.0,11043.0,20323.0
0.728,50374.0,17464.0,20930.0,10471.0,67316.0,522.0,12634.0,18767.0,65424.0,2328.0,10999.0,20367.0
0.727,50316.0,17522.0,20906.0,10495.0,67308.0,530.0,12590.0,18811.0,65400.0,2352.0,10957.0,20409.0
0.726,50264.0,17574.0,20884.0,10517.0,67305.0,533.0,12548.0,18853.0,65375.0,2377.0,10918.0,20448.0
0.725,50201.0,17637.0,20857.0,10544.0,67303.0,535.0,12521.0,18880.0,65353.0,2399.0,10887.0,20479.0
0.724,50148.0,17690.0,20832.0,10569.0,67298.0,540.0,12481.0,18920.0,65334.0,2418.0,10850.0,20516.0
0.723,50084.0,17754.0,20807.0,10594.0,67294.0,544.0,12435.0,18966.0,65312.0,2440.0,10815.0,20551.0
0.722,50030.0,17808.0,20775.0,10626.0,67287.0,551.0,12398.0,19003.0,65280.0,2472.0,10784.0,20582.0
0.721,49984.0,17854.0,20748.0,10653.0,67284.0,554.0,12352.0,19049.0,65261.0,2491.0,10746.0,20620.0
0.72,49937.0,17901.0,20723.0,10678.0,67280.0,558.0,12310.0,19091.0,65231.0,2521.0,10713.0,20653.0
0.719,49877.0,17961.0,20696.0,10705.0,67275.0,563.0,12267.0,19134.0,65202.0,2550.0,10683.0,20683.0
0.718,49824.0,18014.0,20658.0,10743.0,67270.0,568.0,12233.0,19168.0,65178.0,2574.0,10654.0,20712.0
0.717,49772.0,18066.0,20627.0,10774.0,67265.0,573.0,12192.0,19209.0,65140.0,2612.0,10626.0,20740.0
0.716,49719.0,18119.0,20606.0,10795.0,67260.0,578.0,12140.0,19261.0,65107.0,2645.0,10607.0,20759.0
0.715,49664.0,18174.0,20580.0,10821.0,67255.0,583.0,12102.0,19299.0,65076.0,2676.0,10572.0,20794.0
0.714,49593.0,18245.0,20556.0,10845.0,67252.0,586.0,12058.0,19343.0,65045.0,2707.0,10541.0,20825.0
0.713,49537.0,18301.0,20530.0,10871.0,67245.0,593.0,12016.0,19385.0,65012.0,2740.0,10512.0,20854.0
0.712,49470.0,18368.0,20504.0,10897.0,67240.0,598.0,11963.0,19438.0,64981.0,2771.0,10484.0,20882.0
0.711,49417.0,18421.0,20477.0,10924.0,67231.0,607.0,11916.0,19485.0,64946.0,2806.0,10450.0,20916.0
0.71,49362.0,18476.0,20452.0,10949.0,67224.0,614.0,11875.0,19526.0,64918.0,2834.0,10424.0,20942.0
0.709,49310.0,18528.0,20428.0,10973.0,67219.0,619.0,11831.0,19570.0,64894.0,2858.0,10391.0,20975.0
0.708,49241.0,18597.0,20394.0,11007.0,67216.0,622.0,11790.0,19611.0,64865.0,2887.0,10360.0,21006.0
0.707,49185.0,18653.0,20380.0,11021.0,67212.0,626.0,11749.0,19652.0,64828.0,2924.0,10338.0,21028.0
0.706,49119.0,18719.0,20359.0,11042.0,67210.0,628.0,11708.0,19693.0,64800.0,2952.0,10314.0,21052.0
0.705,49062.0,18776.0,20333.0,11068.0,67205.0,633.0,11669.0,19732.0,64775.0,2977.0,10280.0,21086.0
0.704,49001.0,18837.0,20312.0,11089.0,67203.0,635.0,11624.0,19777.0,64746.0,3006.0,10249.0,21117.0
0.703,48939.0,18899.0,20289.0,11112.0,67196.0,642.0,11576.0,19825.0,64724.0,3028.0,10216.0,21150.0
0.702,48896.0,18942.0,20266.0,11135.0,67186.0,652.0,11535.0,19866.0,64692.0,3060.0,10194.0,21172.0
0.701,48825.0,19013.0,20246.0,11155.0,67176.0,662.0,11497.0,19904.0,64663.0,3089.0,10158.0,21208.0
0.7,48756.0,19082.0,20219.0,11182.0,67171.0,667.0,11447.0,19954.0,64645.0,3107.0,10137.0,21229.0
0.699,48689.0,19149.0,20203.0,11198.0,67156.0,682.0,11420.0,19981.0,64620.0,3132.0,10105.0,21261.0
0.698,48625.0,19213.0,20181.0,11220.0,67149.0,689.0,11381.0,20020.0,64582.0,3170.0,10074.0,21292.0
0.697,48581.0,19257.0,20154.0,11247.0,67142.0,696.0,11328.0,20073.0,64541.0,3211.0,10052.0,21314.0
0.696,48506.0,19332.0,20136.0,11265.0,67138.0,700.0,11268.0,20133.0,64513.0,3239.0,10014.0,21352.0
0.695,48450.0,19388.0,20108.0,11293.0,67126.0,712.0,11237.0,20164.0,64483.0,3269.0,9986.0,21380.0
0.694,48395.0,19443.0,20079.0,11322.0,67119.0,719.0,11192.0,20209.0,64453.0,3299.0,9957.0,21409.0
0.693,48334.0,19504.0,20044.0,11357.0,67111.0,727.0,11147.0,20254.0,64416.0,3336.0,9924.0,21442.0
0.692,48268.0,19570.0,20020.0,11381.0,67101.0,737.0,11108.0,20293.0,64389.0,3363.0,9894.0,21472.0
0.691,48198.0,19640.0,19987.0,11414.0,67094.0,744.0,11074.0,20327.0,64346.0,3406.0,9864.0,21502.0
0.69,48139.0,19699.0,19972.0,11429.0,67089.0,749.0,11040.0,20361.0,64318.0,3434.0,9844.0,21522.0
0.689,48079.0,19759.0,19948.0,11453.0,67079.0,759.0,10992.0,20409.0,64276.0,3476.0,9813.0,21553.0
0.688,48027.0,19811.0,19932.0,11469.0,67074.0,764.0,10957.0,20444.0,64241.0,3511.0,9783.0,21583.0
0.687,47973.0,19865.0,19913.0,11488.0,67066.0,772.0,10919.0,20482.0,64200.0,3552.0,9754.0,21612.0
0.686,47924.0,19914.0,19886.0,11515.0,67056.0,782.0,10871.0,20530.0,64172.0,3580.0,9734.0,21632.0
0.685,47877.0,19961.0,19857.0,11544.0,67051.0,787.0,10834.0,20567.0,64139.0,3613.0,9716.0,21650.0
0.684,47814.0,20024.0,19830.0,11571.0,67045.0,793.0,10794.0,20607.0,64101.0,3651.0,9681.0,21685.0
0.683,47752.0,20086.0,19809.0,11592.0,67041.0,797.0,10744.0,20657.0,64061.0,3691.0,9650.0,21716.0
0.682,47693.0,20145.0,19790.0,11611.0,67035.0,803.0,10691.0,20710.0,64013.0,3739.0,9627.0,21739.0
0.681,47643.0,20195.0,19766.0,11635.0,67027.0,811.0,10643.0,20758.0,63994.0,3758.0,9601.0,21765.0
0.68,47585.0,20253.0,19747.0,11654.0,67019.0,819.0,10607.0,20794.0,63962.0,3790.0,9583.0,21783.0
0.679,47525.0,20313.0,19720.0,11681.0,67007.0,831.0,10570.0,20831.0,63930.0,3822.0,9553.0,21813.0
0.678,47469.0,20369.0,19697.0,11704.0,66996.0,842.0,10520.0,20881.0,63894.0,3858.0,9531.0,21835.0
0.677,47410.0,20428.0,19672.0,11729.0,66981.0,857.0,10487.0,20914.0,63861.0,3891.0,9500.0,21866.0
0.676,47353.0,20485.0,19654.0,11747.0,66968.0,870.0,10454.0,20947.0,63820.0,3932.0,9472.0,21894.0
0.675,47298.0,20540.0,19623.0,11778.0,66958.0,880.0,10415.0,20986.0,63785.0,3967.0,9445.0,21921.0
0.674,47246.0,20592.0,19600.0,11801.0,66952.0,886.0,10377.0,21024.0,63739.0,4013.0,9431.0,21935.0
0.673,47200.0,20638.0,19579.0,11822.0,66942.0,896.0,10332.0,21069.0,63702.0,4050.0,9405.0,21961.0
0.672,47147.0,20691.0,19552.0,11849.0,66930.0,908.0,10300.0,21101.0,63666.0,4086.0,9381.0,21985.0
0.671,47081.0,20757.0,19536.0,11865.0,66917.0,921.0,10264.0,21137.0,63628.0,4124.0,9354.0,22012.0
0.67,47025.0,20813.0,19515.0,11886.0,66903.0,935.0,10225.0,21176.0,63595.0,4157.0,9326.0,22040.0
0.669,46961.0,20877.0,19495.0,11906.0,66896.0,942.0,10189.0,21212.0,63559.0,4193.0,9300.0,22066.0
0.668,46901.0,20937.0,19477.0,11924.0,66891.0,947.0,10142.0,21259.0,63526.0,4226.0,9275.0,22091.0
0.667,46853.0,20985.0,19449.0,11952.0,66885.0,953.0,10105.0,21296.0,63494.0,4258.0,9250.0,22116.0
0.666,46799.0,21039.0,19427.0,11974.0,66875.0,963.0,10076.0,21325.0,63457.0,4295.0,9220.0,22146.0
0.665,46742.0,21096.0,19400.0,12001.0,66867.0,971.0,10036.0,21365.0,63419.0,4333.0,9188.0,22178.0
0.664,46696.0,21142.0,19364.0,12037.0,66860.0,978.0,10006.0,21395.0,63389.0,4363.0,9160.0,22206.0
0.663,46643.0,21195.0,19335.0,12066.0,66850.0,988.0,9970.0,21431.0,63352.0,4400.0,9131.0,22235.0
0.662,46580.0,21258.0,19311.0,12090.0,66833.0,1005.0,9933.0,21468.0,63320.0,4432.0,9106.0,22260.0
0.661,46516.0,21322.0,19275.0,12126.0,66821.0,1017.0,9882.0,21519.0,63286.0,4466.0,9085.0,22281.0
0.66,46457.0,21381.0,19248.0,12153.0,66811.0,1027.0,9848.0,21553.0,63249.0,4503.0,9058.0,22308.0
0.659,46389.0,21449.0,19233.0,12168.0,66803.0,1035.0,9805.0,21596.0,63206.0,4546.0,9034.0,22332.0
0.658,46325.0,21513.0,19207.0,12194.0,66790.0,1048.0,9769.0,21632.0,63168.0,4584.0,9009.0,22357.0
0.657,46268.0,21570.0,19182.0,12219.0,66781.0,1057.0,9720.0,21681.0,63137.0,4615.0,8980.0,22386.0
0.656,46204.0,21634.0,19155.0,12246.0,66771.0,1067.0,9686.0,21715.0,63098.0,4654.0,8962.0,22404.0
0.655,46140.0,21698.0,19122.0,12279.0,66758.0,1080.0,9646.0,21755.0,63063.0,4689.0,8939.0,22427.0
0.654,46092.0,21746.0,19089.0,12312.0,66750.0,1088.0,9599.0,21802.0,63015.0,4737.0,8912.0,22454.0
0.653,46025.0,21813.0,19062.0,12339.0,66744.0,1094.0,9560.0,21841.0,62967.0,4785.0,8891.0,22475.0
0.652,45965.0,21873.0,19043.0,12358.0,66736.0,1102.0,9515.0,21886.0,62923.0,4829.0,8866.0,22500.0
0.651,45907.0,21931.0,19020.0,12381.0,66725.0,1113.0,9483.0,21918.0,62893.0,4859.0,8842.0,22524.0
0.65,45847.0,21991.0,18988.0,12413.0,66712.0,1126.0,9436.0,21965.0,62860.0,4892.0,8818.0,22548.0
0.649,45779.0,22059.0,18954.0,12447.0,66699.0,1139.0,9403.0,21998.0,62816.0,4936.0,8796.0,22570.0
0.648,45729.0,22109.0,18932.0,12469.0,66693.0,1145.0,9354.0,22047.0,62771.0,4981.0,8778.0,22588.0
0.647,45666.0,22172.0,18909.0,12492.0,66688.0,1150.0,9324.0,22077.0,62727.0,5025.0,8752.0,22614.0
0.646,45604.0,22234.0,18889.0,12512.0,66678.0,1160.0,9284.0,22117.0,62690.0,5062.0,8718.0,22648.0
0.645,45554.0,22284.0,18857.0,12544.0,66670.0,1168.0,9250.0,22151.0,62637.0,5115.0,8701.0,22665.0
0.644,45490.0,22348.0,18829.0,12572.0,66655.0,1183.0,9211.0,22190.0,62595.0,5157.0,8683.0,22683.0
0.643,45436.0,22402.0,18796.0,12605.0,66642.0,1196.0,9176.0,22225.0,62553.0,5199.0,8661.0,22705.0
0.642,45378.0,22460.0,18764.0,12637.0,66627.0,1211.0,9136.0,22265.0,62499.0,5253.0,8636.0,22730.0
0.641,45325.0,22513.0,18731.0,12670.0,66614.0,1224.0,9100.0,22301.0,62467.0,5285.0,8619.0,22747.0
0.64,45267.0,22571.0,18707.0,12694.0,66601.0,1237.0,9069.0,22332.0,62418.0,5334.0,8588.0,22778.0
0.639,45207.0,22631.0,18678.0,12723.0,66592.0,1246.0,9039.0,22362.0,62385.0,5367.0,8562.0,22804.0
0.638,45155.0,22683.0,18657.0,12744.0,66581.0,1257.0,9000.0,22401.0,62352.0,5400.0,8545.0,22821.0
0.637,45093.0,22745.0,18632.0,12769.0,66566.0,1272.0,8961.0,22440.0,62313.0,5439.0,8528.0,22838.0
0.636,45031.0,22807.0,18604.0,12797.0,66557.0,1281.0,8923.0,22478.0,62268.0,5484.0,8500.0,22866.0
0.635,44965.0,22873.0,18582.0,12819.0,66551.0,1287.0,8899.0,22502.0,62228.0,5524.0,8479.0,22887.0
0.634,44904.0,22934.0,18556.0,12845.0,66530.0,1308.0,8865.0,22536.0,62193.0,5559.0,8456.0,22910.0
0.633,44849.0,22989.0,18530.0,12871.0,66519.0,1319.0,8828.0,22573.0,62150.0,5602.0,8424.0,22942.0
0.632,44792.0,23046.0,18497.0,12904.0,66514.0,1324.0,8790.0,22611.0,62116.0,5636.0,8406.0,22960.0
0.631,44741.0,23097.0,18469.0,12932.0,66500.0,1338.0,8754.0,22647.0,62077.0,5675.0,8378.0,22988.0
0.63,44681.0,23157.0,18439.0,12962.0,66488.0,1350.0,8706.0,22695.0,62041.0,5711.0,8359.0,23007.0
0.629,44630.0,23208.0,18410.0,12991.0,66469.0,1369.0,8669.0,22732.0,61996.0,5756.0,8339.0,23027.0
0.628,44567.0,23271.0,18389.0,13012.0,66458.0,1380.0,8622.0,22779.0,61954.0,5798.0,8315.0,23051.0
0.627,44511.0,23327.0,18364.0,13037.0,66449.0,1389.0,8590.0,22811.0,61916.0,5836.0,8288.0,23078.0
0.626,44442.0,23396.0,18335.0,13066.0,66440.0,1398.0,8542.0,22859.0,61879.0,5873.0,8270.0,23096.0
0.625,44372.0,23466.0,18312.0,13089.0,66428.0,1410.0,8509.0,22892.0,61841.0,5911.0,8241.0,23125.0
0.624,44315.0,23523.0,18292.0,13109.0,66412.0,1426.0,8468.0,22933.0,61809.0,5943.0,8226.0,23140.0
0.623,44262.0,23576.0,18262.0,13139.0,66397.0,1441.0,8425.0,22976.0,61773.0,5979.0,8209.0,23157.0
0.622,44202.0,23636.0,18229.0,13172.0,66379.0,1459.0,8385.0,23016.0,61733.0,6019.0,8189.0,23177.0
0.621,44132.0,23706.0,18208.0,13193.0,66362.0,1476.0,8345.0,23056.0,61698.0,6054.0,8166.0,23200.0
0.62,44070.0,23768.0,18186.0,13215.0,66351.0,1487.0,8310.0,23091.0,61656.0,6096.0,8140.0,23226.0
0.619,44006.0,23832.0,18158.0,13243.0,66337.0,1501.0,8271.0,23130.0,61615.0,6137.0,8119.0,23247.0
0.618,43963.0,23875.0,18133.0,13268.0,66324.0,1514.0,8220.0,23181.0,61561.0,6191.0,8104.0,23262.0
0.617,43898.0,23940.0,18101.0,13300.0,66313.0,1525.0,8167.0,23234.0,61518.0,6234.0,8079.0,23287.0
0.616,43833.0,24005.0,18082.0,13319.0,66293.0,1545.0,8130.0,23271.0,61474.0,6278.0,8068.0,23298.0
0.615,43777.0,24061.0,18051.0,13350.0,66273.0,1565.0,8085.0,23316.0,61434.0,6318.0,8052.0,23314.0
0.614,43723.0,24115.0,18025.0,13376.0,66261.0,1577.0,8037.0,23364.0,61384.0,6368.0,8027.0,23339.0
0.613,43657.0,24181.0,18003.0,13398.0,66245.0,1593.0,7993.0,23408.0,61343.0,6409.0,8004.0,23362.0
0.612,43603.0,24235.0,17985.0,13416.0,66230.0,1608.0,7944.0,23457.0,61304.0,6448.0,7977.0,23389.0
0.611,43553.0,24285.0,17960.0,13441.0,66212.0,1626.0,7881.0,23520.0,61266.0,6486.0,7959.0,23407.0
0.61,43501.0,24337.0,17932.0,13469.0,66199.0,1639.0,7829.0,23572.0,61225.0,6527.0,7931.0,23435.0
0.609,43450.0,24388.0,17912.0,13489.0,66179.0,1659.0,7781.0,23620.0,61193.0,6559.0,7912.0,23454.0
0.608,43386.0,24452.0,17892.0,13509.0,66159.0,1679.0,7730.0,23671.0,61155.0,6597.0,7893.0,23473.0
0.607,43333.0,24505.0,17865.0,13536.0,66143.0,1695.0,7671.0,23730.0,61104.0,6648.0,7874.0,23492.0
0.606,43273.0,24565.0,17835.0,13566.0,66127.0,1711.0,7623.0,23778.0,61052.0,6700.0,7848.0,23518.0
0.605,43222.0,24616.0,17811.0,13590.0,66104.0,1734.0,7577.0,23824.0,61009.0,6743.0,7824.0,23542.0
0.604,43152.0,24686.0,17786.0,13615.0,66082.0,1756.0,7531.0,23870.0,60947.0,6805.0,7800.0,23566.0
0.603,43102.0,24736.0,17760.0,13641.0,66068.0,1770.0,7482.0,23919.0,60892.0,6860.0,7775.0,23591.0
0.602,43041.0,24797.0,17736.0,13665.0,66049.0,1789.0,7433.0,23968.0,60851.0,6901.0,7756.0,23610.0
0.601,42995.0,24843.0,17713.0,13688.0,66032.0,1806.0,7382.0,24019.0,60795.0,6957.0,7730.0,23636.0
0.6,42928.0,24910.0,17688.0,13713.0,66008.0,1830.0,7343.0,24058.0,60741.0,7011.0,7699.0,23667.0
0.599,42881.0,24957.0,17658.0,13743.0,65989.0,1849.0,7298.0,24103.0,60682.0,7070.0,7668.0,23698.0
0.598,42830.0,25008.0,17637.0,13764.0,65969.0,1869.0,7252.0,24149.0,60636.0,7116.0,7641.0,23725.0
0.597,42768.0,25070.0,17622.0,13779.0,65944.0,1894.0,7203.0,24198.0,60591.0,7161.0,7613.0,23753.0
0.596,42717.0,25121.0,17594.0,13807.0,65915.0,1923.0,7161.0,24240.0,60540.0,7212.0,7593.0,23773.0
