,LIPNet,LIPNet,LIPNet,LIPNet,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AlphaFold-rsa,AIUPred,AIUPred,AIUPred,AIUPred
0.595,42670.0,25168.0,17566.0,13835.0,65897.0,1941.0,7131.0,24270.0,60491.0,7261.0,7571.0,23795.0
0.594,42600.0,25238.0,17547.0,13854.0,65869.0,1969.0,7081.0,24320.0,60439.0,7313.0,7555.0,23811.0
0.593,42520.0,25318.0,17515.0,13886.0,65856.0,1982.0,7037.0,24364.0,60390.0,7362.0,7526.0,23840.0
0.592,42461.0,25377.0,17498.0,13903.0,65836.0,2002.0,6987.0,24414.0,60333.0,7419.0,7489.0,23877.0
0.591,42403.0,25435.0,17484.0,13917.0,65816.0,2022.0,6930.0,24471.0,60279.0,7473.0,7463.0,23903.0
0.59,42339.0,25499.0,17462.0,13939.0,65789.0,2049.0,6888.0,24513.0,60238.0,7514.0,7431.0,23935.0
0.589,42288.0,25550.0,17438.0,13963.0,65765.0,2073.0,6844.0,24557.0,60199.0,7553.0,7407.0,23959.0
0.588,42222.0,25616.0,17419.0,13982.0,65741.0,2097.0,6806.0,24595.0,60148.0,7604.0,7379.0,23987.0
0.587,42169.0,25669.0,17400.0,14001.0,65720.0,2118.0,6762.0,24639.0,60110.0,7642.0,7356.0,24010.0
0.586,42106.0,25732.0,17375.0,14026.0,65698.0,2140.0,6720.0,24681.0,60058.0,7694.0,7325.0,24041.0
0.585,42039.0,25799.0,17355.0,14046.0,65683.0,2155.0,6675.0,24726.0,60005.0,7747.0,7296.0,24070.0
0.584,41981.0,25857.0,17326.0,14075.0,65661.0,2177.0,6647.0,24754.0,59961.0,7791.0,7278.0,24088.0
0.583,41916.0,25922.0,17299.0,14102.0,65633.0,2205.0,6605.0,24796.0,59911.0,7841.0,7245.0,24121.0
0.582,41858.0,25980.0,17270.0,14131.0,65601.0,2237.0,6570.0,24831.0,59850.0,7902.0,7223.0,24143.0
0.581,41803.0,26035.0,17246.0,14155.0,65571.0,2267.0,6535.0,24866.0,59786.0,7966.0,7193.0,24173.0
0.58,41753.0,26085.0,17220.0,14181.0,65545.0,2293.0,6499.0,24902.0,59732.0,8020.0,7174.0,24192.0
0.579,41690.0,26148.0,17204.0,14197.0,65514.0,2324.0,6465.0,24936.0,59677.0,8075.0,7152.0,24214.0
0.578,41623.0,26215.0,17176.0,14225.0,65488.0,2350.0,6427.0,24974.0,59619.0,8133.0,7138.0,24228.0
0.577,41564.0,26274.0,17152.0,14249.0,65459.0,2379.0,6386.0,25015.0,59566.0,8186.0,7120.0,24246.0
0.576,41492.0,26346.0,17121.0,14280.0,65432.0,2406.0,6350.0,25051.0,59513.0,8239.0,7096.0,24270.0
0.575,41432.0,26406.0,17085.0,14316.0,65393.0,2445.0,6312.0,25089.0,59469.0,8283.0,7070.0,24296.0
0.574,41371.0,26467.0,17062.0,14339.0,65366.0,2472.0,6271.0,25130.0,59417.0,8335.0,7043.0,24323.0
0.573,41318.0,26520.0,17040.0,14361.0,65341.0,2497.0,6237.0,25164.0,59372.0,8380.0,7025.0,24341.0
0.572,41246.0,26592.0,17019.0,14382.0,65316.0,2522.0,6202.0,25199.0,59325.0,8427.0,6999.0,24367.0
0.571,41175.0,26663.0,16989.0,14412.0,65294.0,2544.0,6166.0,25235.0,59267.0,8485.0,6975.0,24391.0
0.57,41117.0,26721.0,16963.0,14438.0,65275.0,2563.0,6136.0,25265.0,59215.0,8537.0,6944.0,24422.0
0.569,41056.0,26782.0,16945.0,14456.0,65248.0,2590.0,6102.0,25299.0,59155.0,8597.0,6917.0,24449.0
0.568,40995.0,26843.0,16918.0,14483.0,65226.0,2612.0,6073.0,25328.0,59111.0,8641.0,6898.0,24468.0
0.567,40927.0,26911.0,16896.0,14505.0,65205.0,2633.0,6054.0,25347.0,59057.0,8695.0,6875.0,24491.0
0.566,40871.0,26967.0,16872.0,14529.0,65180.0,2658.0,6024.0,25377.0,59010.0,8742.0,6849.0,24517.0
0.565,40815.0,27023.0,16848.0,14553.0,65158.0,2680.0,5983.0,25418.0,58951.0,8801.0,6820.0,24546.0
0.564,40759.0,27079.0,16824.0,14577.0,65132.0,2706.0,5951.0,25450.0,58911.0,8841.0,6806.0,24560.0
0.563,40688.0,27150.0,16793.0,14608.0,65101.0,2737.0,5924.0,25477.0,58858.0,8894.0,6783.0,24583.0
0.562,40645.0,27193.0,16766.0,14635.0,65072.0,2766.0,5891.0,25510.0,58802.0,8950.0,6753.0,24613.0
0.561,40581.0,27257.0,16744.0,14657.0,65041.0,2797.0,5857.0,25544.0,58734.0,9018.0,6725.0,24641.0
0.56,40511.0,27327.0,16730.0,14671.0,65020.0,2818.0,5829.0,25572.0,58683.0,9069.0,6701.0,24665.0
0.559,40459.0,27379.0,16704.0,14697.0,64989.0,2849.0,5802.0,25599.0,58623.0,9129.0,6676.0,24690.0
0.558,40398.0,27440.0,16684.0,14717.0,64972.0,2866.0,5773.0,25628.0,58582.0,9170.0,6658.0,24708.0
0.557,40318.0,27520.0,16661.0,14740.0,64946.0,2892.0,5747.0,25654.0,58522.0,9230.0,6631.0,24735.0
0.556,40252.0,27586.0,16639.0,14762.0,64921.0,2917.0,5712.0,25689.0,58466.0,9286.0,6600.0,24766.0
0.555,40190.0,27648.0,16611.0,14790.0,64887.0,2951.0,5672.0,25729.0,58432.0,9320.0,6579.0,24787.0
0.554,40135.0,27703.0,16587.0,14814.0,64855.0,2983.0,5642.0,25759.0,58371.0,9381.0,6563.0,24803.0
0.553,40066.0,27772.0,16560.0,14841.0,64823.0,3015.0,5599.0,25802.0,58300.0,9452.0,6538.0,24828.0
0.552,39994.0,27844.0,16540.0,14861.0,64790.0,3048.0,5567.0,25834.0,58247.0,9505.0,6510.0,24856.0
0.551,39941.0,27897.0,16517.0,14884.0,64758.0,3080.0,5540.0,25861.0,58184.0,9568.0,6492.0,24874.0
0.55,39896.0,27942.0,16494.0,14907.0,64723.0,3115.0,5508.0,25893.0,58118.0,9634.0,6469.0,24897.0
0.549,39829.0,28009.0,16463.0,14938.0,64686.0,3152.0,5472.0,25929.0,58065.0,9687.0,6449.0,24917.0
0.548,39765.0,28073.0,16440.0,14961.0,64658.0,3180.0,5448.0,25953.0,58013.0,9739.0,6425.0,24941.0
0.547,39708.0,28130.0,16414.0,14987.0,64633.0,3205.0,5413.0,25988.0,57960.0,9792.0,6406.0,24960.0
0.546,39636.0,28202.0,16392.0,15009.0,64609.0,3229.0,5381.0,26020.0,57897.0,9855.0,6382.0,24984.0
0.545,39571.0,28267.0,16371.0,15030.0,64566.0,3272.0,5349.0,26052.0,57838.0,9914.0,6362.0,25004.0
0.544,39514.0,28324.0,16356.0,15045.0,64530.0,3308.0,5328.0,26073.0,57780.0,9972.0,6336.0,25030.0
0.543,39457.0,28381.0,16337.0,15064.0,64504.0,3334.0,5297.0,26104.0,57709.0,10043.0,6311.0,25055.0
0.542,39402.0,28436.0,16313.0,15088.0,64470.0,3368.0,5274.0,26127.0,57662.0,10090.0,6287.0,25079.0
0.541,39341.0,28497.0,16286.0,15115.0,64441.0,3397.0,5257.0,26144.0,57597.0,10155.0,6260.0,25106.0
0.54,39276.0,28562.0,16263.0,15138.0,64411.0,3427.0,5235.0,26166.0,57550.0,10202.0,6238.0,25128.0
0.539,39210.0,28628.0,16238.0,15163.0,64380.0,3458.0,5209.0,26192.0,57488.0,10264.0,6219.0,25147.0
0.538,39156.0,28682.0,16216.0,15185.0,64354.0,3484.0,5188.0,26213.0,57414.0,10338.0,6198.0,25168.0
0.537,39079.0,28759.0,16194.0,15207.0,64318.0,3520.0,5164.0,26237.0,57358.0,10394.0,6179.0,25187.0
0.536,39025.0,28813.0,16170.0,15231.0,64290.0,3548.0,5143.0,26258.0,57306.0,10446.0,6160.0,25206.0
0.535,38951.0,28887.0,16155.0,15246.0,64250.0,3588.0,5117.0,26284.0,57257.0,10495.0,6138.0,25228.0
0.534,38896.0,28942.0,16129.0,15272.0,64215.0,3623.0,5093.0,26308.0,57211.0,10541.0,6118.0,25248.0
0.533,38836.0,29002.0,16103.0,15298.0,64183.0,3655.0,5070.0,26331.0,57148.0,10604.0,6101.0,25265.0
0.532,38775.0,29063.0,16074.0,15327.0,64139.0,3699.0,5048.0,26353.0,57085.0,10667.0,6084.0,25282.0
0.531,38711.0,29127.0,16051.0,15350.0,64102.0,3736.0,5027.0,26374.0,57026.0,10726.0,6066.0,25300.0
0.53,38654.0,29184.0,16021.0,15380.0,64065.0,3773.0,5004.0,26397.0,56967.0,10785.0,6055.0,25311.0
0.529,38600.0,29238.0,15995.0,15406.0,64038.0,3800.0,4978.0,26423.0,56903.0,10849.0,6038.0,25328.0
0.528,38534.0,29304.0,15968.0,15433.0,64001.0,3837.0,4955.0,26446.0,56837.0,10915.0,6018.0,25348.0
0.527,38465.0,29373.0,15950.0,15451.0,63960.0,3878.0,4938.0,26463.0,56784.0,10968.0,5995.0,25371.0
0.526,38408.0,29430.0,15923.0,15478.0,63915.0,3923.0,4921.0,26480.0,56743.0,11009.0,5977.0,25389.0
0.525,38357.0,29481.0,15896.0,15505.0,63885.0,3953.0,4899.0,26502.0,56675.0,11077.0,5959.0,25407.0
0.524,38291.0,29547.0,15875.0,15526.0,63855.0,3983.0,4874.0,26527.0,56611.0,11141.0,5938.0,25428.0
0.523,38228.0,29610.0,15841.0,15560.0,63824.0,4014.0,4860.0,26541.0,56538.0,11214.0,5910.0,25456.0
0.522,38154.0,29684.0,15819.0,15582.0,63795.0,4043.0,4837.0,26564.0,56483.0,11269.0,5889.0,25477.0
0.521,38088.0,29750.0,15796.0,15605.0,63759.0,4079.0,4811.0,26590.0,56424.0,11328.0,5866.0,25500.0
0.52,38026.0,29812.0,15777.0,15624.0,63717.0,4121.0,4793.0,26608.0,56352.0,11400.0,5852.0,25514.0
0.519,37957.0,29881.0,15756.0,15645.0,63677.0,4161.0,4770.0,26631.0,56288.0,11464.0,5827.0,25539.0
0.518,37895.0,29943.0,15734.0,15667.0,63647.0,4191.0,4750.0,26651.0,56218.0,11534.0,5807.0,25559.0
0.517,37829.0,30009.0,15705.0,15696.0,63597.0,4241.0,4730.0,26671.0,56164.0,11588.0,5789.0,25577.0
0.516,37765.0,30073.0,15680.0,15721.0,63561.0,4277.0,4709.0,26692.0,56116.0,11636.0,5770.0,25596.0
0.515,37704.0,30134.0,15657.0,15744.0,63519.0,4319.0,4683.0,26718.0,56061.0,11691.0,5752.0,25614.0
0.514,37646.0,30192.0,15635.0,15766.0,63477.0,4361.0,4659.0,26742.0,55997.0,11755.0,5727.0,25639.0
0.513,37579.0,30259.0,15612.0,15789.0,63436.0,4402.0,4641.0,26760.0,55933.0,11819.0,5710.0,25656.0
0.512,37517.0,30321.0,15593.0,15808.0,63398.0,4440.0,4618.0,26783.0,55867.0,11885.0,5693.0,25673.0
0.511,37439.0,30399.0,15568.0,15833.0,63355.0,4483.0,4597.0,26804.0,55811.0,11941.0,5676.0,25690.0
0.51,37363.0,30475.0,15543.0,15858.0,63309.0,4529.0,4569.0,26832.0,55757.0,11995.0,5655.0,25711.0
0.509,37304.0,30534.0,15516.0,15885.0,63263.0,4575.0,4545.0,26856.0,55685.0,12067.0,5635.0,25731.0
0.508,37241.0,30597.0,15496.0,15905.0,63218.0,4620.0,4528.0,26873.0,55618.0,12134.0,5625.0,25741.0
0.507,37186.0,30652.0,15471.0,15930.0,63175.0,4663.0,4510.0,26891.0,55563.0,12189.0,5604.0,25762.0
0.506,37116.0,30722.0,15443.0,15958.0,63122.0,4716.0,4492.0,26909.0,55494.0,12258.0,5584.0,25782.0
0.505,37059.0,30779.0,15426.0,15975.0,63083.0,4755.0,4472.0,26929.0,55428.0,12324.0,5561.0,25805.0
0.504,37003.0,30835.0,15404.0,15997.0,63033.0,4805.0,4450.0,26951.0,55351.0,12401.0,5542.0,25824.0
0.503,36937.0,30901.0,15373.0,16028.0,62983.0,4855.0,4431.0,26970.0,55277.0,12475.0,5528.0,25838.0
0.502,36877.0,30961.0,15349.0,16052.0,62938.0,4900.0,4413.0,26988.0,55203.0,12549.0,5517.0,25849.0
0.501,36799.0,31039.0,15323.0,16078.0,62890.0,4948.0,4393.0,27008.0,55131.0,12621.0,5493.0,25873.0
0.5,36740.0,31098.0,15299.0,16102.0,62842.0,4996.0,4367.0,27034.0,55073.0,12679.0,5474.0,25892.0
0.499,36676.0,31162.0,15268.0,16133.0,62796.0,5042.0,4351.0,27050.0,55016.0,12736.0,5454.0,25912.0
0.498,36611.0,31227.0,15249.0,16152.0,62758.0,5080.0,4333.0,27068.0,54938.0,12814.0,5434.0,25932.0
0.497,36532.0,31306.0,15225.0,16176.0,62708.0,5130.0,4304.0,27097.0,54875.0,12877.0,5421.0,25945.0
0.496,36465.0,31373.0,15205.0,16196.0,62666.0,5172.0,4285.0,27116.0,54825.0,12927.0,5396.0,25970.0
0.495,36391.0,31447.0,15177.0,16224.0,62626.0,5212.0,4267.0,27134.0,54760.0,12992.0,5382.0,25984.0
0.494,36316.0,31522.0,15154.0,16247.0,62571.0,5267.0,4249.0,27152.0,54695.0,13057.0,5360.0,26006.0
0.493,36248.0,31590.0,15130.0,16271.0,62519.0,5319.0,4222.0,27179.0,54627.0,13125.0,5332.0,26034.0
0.492,36190.0,31648.0,15112.0,16289.0,62469.0,5369.0,4208.0,27193.0,54570.0,13182.0,5313.0,26053.0
0.491,36132.0,31706.0,15087.0,16314.0,62416.0,5422.0,4188.0,27213.0,54506.0,13246.0,5296.0,26070.0
0.49,36060.0,31778.0,15070.0,16331.0,62357.0,5481.0,4168.0,27233.0,54445.0,13307.0,5275.0,26091.0
0.489,35996.0,31842.0,15046.0,16355.0,62308.0,5530.0,4144.0,27257.0,54368.0,13384.0,5262.0,26104.0
0.488,35927.0,31911.0,15018.0,16383.0,62257.0,5581.0,4129.0,27272.0,54302.0,13450.0,5250.0,26116.0
0.487,35860.0,31978.0,14995.0,16406.0,62217.0,5621.0,4112.0,27289.0,54238.0,13514.0,5238.0,26128.0
0.486,35800.0,32038.0,14971.0,16430.0,62164.0,5674.0,4097.0,27304.0,54166.0,13586.0,5219.0,26147.0
0.485,35733.0,32105.0,14950.0,16451.0,62116.0,5722.0,4077.0,27324.0,54095.0,13657.0,5205.0,26161.0
0.484,35666.0,32172.0,14930.0,16471.0,62060.0,5778.0,4057.0,27344.0,54018.0,13734.0,5191.0,26175.0
0.483,35598.0,32240.0,14900.0,16501.0,62014.0,5824.0,4043.0,27358.0,53945.0,13807.0,5172.0,26194.0
0.482,35538.0,32300.0,14880.0,16521.0,61966.0,5872.0,4020.0,27381.0,53887.0,13865.0,5148.0,26218.0
0.481,35478.0,32360.0,14853.0,16548.0,61911.0,5927.0,4000.0,27401.0,53811.0,13941.0,5136.0,26230.0
0.48,35405.0,32433.0,14834.0,16567.0,61849.0,5989.0,3978.0,27423.0,53743.0,14009.0,5114.0,26252.0
0.479,35318.0,32520.0,14803.0,16598.0,61786.0,6052.0,3949.0,27452.0,53660.0,14092.0,5091.0,26275.0
0.478,35251.0,32587.0,14781.0,16620.0,61721.0,6117.0,3932.0,27469.0,53588.0,14164.0,5071.0,26295.0
0.477,35176.0,32662.0,14755.0,16646.0,61666.0,6172.0,3909.0,27492.0,53509.0,14243.0,5061.0,26305.0
0.476,35104.0,32734.0,14730.0,16671.0,61605.0,6233.0,3891.0,27510.0,53448.0,14304.0,5048.0,26318.0
0.475,35037.0,32801.0,14708.0,16693.0,61546.0,6292.0,3874.0,27527.0,53388.0,14364.0,5026.0,26340.0
0.474,34964.0,32874.0,14677.0,16724.0,61478.0,6360.0,3846.0,27555.0,53326.0,14426.0,5011.0,26355.0
0.473,34885.0,32953.0,14646.0,16755.0,61426.0,6412.0,3825.0,27576.0,53266.0,14486.0,4998.0,26368.0
0.472,34824.0,33014.0,14619.0,16782.0,61373.0,6465.0,3805.0,27596.0,53174.0,14578.0,4976.0,26390.0
0.471,34759.0,33079.0,14602.0,16799.0,61315.0,6523.0,3786.0,27615.0,53111.0,14641.0,4958.0,26408.0
0.47,34690.0,33148.0,14580.0,16821.0,61249.0,6589.0,3770.0,27631.0,53044.0,14708.0,4932.0,26434.0
0.469,34623.0,33215.0,14551.0,16850.0,61179.0,6659.0,3747.0,27654.0,52967.0,14785.0,4914.0,26452.0
0.468,34558.0,33280.0,14537.0,16864.0,61123.0,6715.0,3731.0,27670.0,52891.0,14861.0,4900.0,26466.0
0.467,34504.0,33334.0,14518.0,16883.0,61052.0,6786.0,3711.0,27690.0,52819.0,14933.0,4877.0,26489.0
0.466,34450.0,33388.0,14501.0,16900.0,60990.0,6848.0,3690.0,27711.0,52750.0,15002.0,4861.0,26505.0
0.465,34388.0,33450.0,14480.0,16921.0,60916.0,6922.0,3675.0,27726.0,52682.0,15070.0,4844.0,26522.0
0.464,34315.0,33523.0,14454.0,16947.0,60849.0,6989.0,3654.0,27747.0,52599.0,15153.0,4830.0,26536.0
0.463,34248.0,33590.0,14428.0,16973.0,60783.0,7055.0,3631.0,27770.0,52526.0,15226.0,4809.0,26557.0
0.462,34151.0,33687.0,14405.0,16996.0,60707.0,7131.0,3606.0,27795.0,52461.0,15291.0,4798.0,26568.0
0.461,34076.0,33762.0,14388.0,17013.0,60633.0,7205.0,3584.0,27817.0,52394.0,15358.0,4783.0,26583.0
0.46,34005.0,33833.0,14365.0,17036.0,60566.0,7272.0,3565.0,27836.0,52328.0,15424.0,4763.0,26603.0
0.459,33929.0,33909.0,14343.0,17058.0,60495.0,7343.0,3537.0,27864.0,52259.0,15493.0,4748.0,26618.0
0.458,33865.0,33973.0,14319.0,17082.0,60408.0,7430.0,3520.0,27881.0,52189.0,15563.0,4730.0,26636.0
0.457,33795.0,34043.0,14288.0,17113.0,60325.0,7513.0,3498.0,27903.0,52121.0,15631.0,4717.0,26649.0
0.456,33728.0,34110.0,14268.0,17133.0,60242.0,7596.0,3479.0,27922.0,52071.0,15681.0,4704.0,26662.0
0.455,33662.0,34176.0,14244.0,17157.0,60152.0,7686.0,3466.0,27935.0,52010.0,15742.0,4684.0,26682.0
0.454,33583.0,34255.0,14220.0,17181.0,60071.0,7767.0,3442.0,27959.0,51948.0,15804.0,4671.0,26695.0
0.453,33532.0,34306.0,14190.0,17211.0,59987.0,7851.0,3414.0,27987.0,51892.0,15860.0,4654.0,26712.0
0.452,33462.0,34376.0,14163.0,17238.0,59898.0,7940.0,3395.0,28006.0,51817.0,15935.0,4641.0,26725.0
0.451,33378.0,34460.0,14136.0,17265.0,59816.0,8022.0,3372.0,28029.0,51734.0,16018.0,4620.0,26746.0
0.45,33306.0,34532.0,14110.0,17291.0,59721.0,8117.0,3347.0,28054.0,51661.0,16091.0,4604.0,26762.0
0.449,33259.0,34579.0,14089.0,17312.0,59652.0,8186.0,3330.0,28071.0,51599.0,16153.0,4585.0,26781.0
0.448,33190.0,34648.0,14067.0,17334.0,59574.0,8264.0,3311.0,28090.0,51541.0,16211.0,4565.0,26801.0
0.447,33133.0,34705.0,14046.0,17355.0,59488.0,8350.0,3287.0,28114.0,51466.0,16286.0,4557.0,26809.0
0.446,33062.0,34776.0,14029.0,17372.0,59401.0,8437.0,3269.0,28132.0,51395.0,16357.0,4540.0,26826.0
0.445,33006.0,34832.0,14011.0,17390.0,59314.0,8524.0,3246.0,28155.0,51313.0,16439.0,4520.0,26846.0
0.444,32939.0,34899.0,13985.0,17416.0,59219.0,8619.0,3229.0,28172.0,51218.0,16534.0,4505.0,26861.0
0.443,32869.0,34969.0,13967.0,17434.0,59139.0,8699.0,3207.0,28194.0,51145.0,16607.0,4491.0,26875.0
0.442,32802.0,35036.0,13938.0,17463.0,59038.0,8800.0,3186.0,28215.0,51063.0,16689.0,4481.0,26885.0
0.441,32723.0,35115.0,13914.0,17487.0,58940.0,8898.0,3163.0,28238.0,50988.0,16764.0,4467.0,26899.0
0.44,32655.0,35183.0,13885.0,17516.0,58835.0,9003.0,3140.0,28261.0,50916.0,16836.0,4452.0,26914.0
0.439,32568.0,35270.0,13866.0,17535.0,58723.0,9115.0,3123.0,28278.0,50845.0,16907.0,4439.0,26927.0
0.438,32497.0,35341.0,13833.0,17568.0,58623.0,9215.0,3110.0,28291.0,50768.0,16984.0,4426.0,26940.0
0.437,32439.0,35399.0,13806.0,17595.0,58517.0,9321.0,3087.0,28314.0,50683.0,17069.0,4413.0,26953.0
0.436,32361.0,35477.0,13782.0,17619.0,58418.0,9420.0,3066.0,28335.0,50595.0,17157.0,4392.0,26974.0
0.435,32295.0,35543.0,13751.0,17650.0,58325.0,9513.0,3052.0,28349.0,50529.0,17223.0,4377.0,26989.0
0.434,32220.0,35618.0,13729.0,17672.0,58218.0,9620.0,3037.0,28364.0,50462.0,17290.0,4361.0,27005.0
0.433,32161.0,35677.0,13697.0,17704.0,58114.0,9724.0,3015.0,28386.0,50400.0,17352.0,4344.0,27022.0
0.432,32094.0,35744.0,13668.0,17733.0,58014.0,9824.0,3000.0,28401.0,50333.0,17419.0,4326.0,27040.0
0.431,32018.0,35820.0,13646.0,17755.0,57897.0,9941.0,2984.0,28417.0,50249.0,17503.0,4317.0,27049.0
0.43,31954.0,35884.0,13628.0,17773.0,57782.0,10056.0,2969.0,28432.0,50164.0,17588.0,4304.0,27062.0
0.429,31876.0,35962.0,13613.0,17788.0,57669.0,10169.0,2947.0,28454.0,50086.0,17666.0,4282.0,27084.0
0.428,31804.0,36034.0,13589.0,17812.0,57547.0,10291.0,2921.0,28480.0,50002.0,17750.0,4256.0,27110.0
0.427,31730.0,36108.0,13562.0,17839.0,57441.0,10397.0,2897.0,28504.0,49930.0,17822.0,4245.0,27121.0
0.426,31653.0,36185.0,13534.0,17867.0,57334.0,10504.0,2870.0,28531.0,49846.0,17906.0,4229.0,27137.0
0.425,31573.0,36265.0,13507.0,17894.0,57229.0,10609.0,2847.0,28554.0,49763.0,17989.0,4210.0,27156.0
0.424,31511.0,36327.0,13481.0,17920.0,57100.0,10738.0,2832.0,28569.0,49700.0,18052.0,4192.0,27174.0
0.423,31446.0,36392.0,13461.0,17940.0,56983.0,10855.0,2814.0,28587.0,49622.0,18130.0,4177.0,27189.0
0.422,31369.0,36469.0,13433.0,17968.0,56872.0,10966.0,2791.0,28610.0,49550.0,18202.0,4167.0,27199.0
0.421,31302.0,36536.0,13407.0,17994.0,56755.0,11083.0,2774.0,28627.0,49476.0,18276.0,4155.0,27211.0
0.42,31237.0,36601.0,13381.0,18020.0,56647.0,11191.0,2746.0,28655.0,49388.0,18364.0,4133.0,27233.0
0.419,31163.0,36675.0,13352.0,18049.0,56522.0,11316.0,2721.0,28680.0,49310.0,18442.0,4117.0,27249.0
0.418,31095.0,36743.0,13328.0,18073.0,56392.0,11446.0,2706.0,28695.0,49226.0,18526.0,4095.0,27271.0
0.417,31038.0,36800.0,13305.0,18096.0,56279.0,11559.0,2684.0,28717.0,49143.0,18609.0,4080.0,27286.0
0.416,30954.0,36884.0,13261.0,18140.0,56151.0,11687.0,2666.0,28735.0,49053.0,18699.0,4064.0,27302.0
0.415,30875.0,36963.0,13234.0,18167.0,56016.0,11822.0,2645.0,28756.0,48970.0,18782.0,4048.0,27318.0
0.414,30809.0,37029.0,13206.0,18195.0,55893.0,11945.0,2634.0,28767.0,48893.0,18859.0,4039.0,27327.0
0.413,30737.0,37101.0,13183.0,18218.0,55757.0,12081.0,2614.0,28787.0,48819.0,18933.0,4020.0,27346.0
0.412,30657.0,37181.0,13159.0,18242.0,55602.0,12236.0,2594.0,28807.0,48745.0,19007.0,4010.0,27356.0
0.411,30580.0,37258.0,13125.0,18276.0,55451.0,12387.0,2571.0,28830.0,48663.0,19089.0,3998.0,27368.0
0.41,30492.0,37346.0,13102.0,18299.0,55294.0,12544.0,2551.0,28850.0,48566.0,19186.0,3981.0,27385.0
0.409,30426.0,37412.0,13078.0,18323.0,55164.0,12674.0,2521.0,28880.0,48486.0,19266.0,3968.0,27398.0
0.408,30347.0,37491.0,13056.0,18345.0,55021.0,12817.0,2504.0,28897.0,48408.0,19344.0,3951.0,27415.0
0.407,30281.0,37557.0,13027.0,18374.0,54886.0,12952.0,2486.0,28915.0,48348.0,19404.0,3934.0,27432.0
0.406,30212.0,37626.0,13003.0,18398.0,54738.0,13100.0,2471.0,28930.0,48271.0,19481.0,3917.0,27449.0
0.405,30120.0,37718.0,12967.0,18434.0,54603.0,13235.0,2456.0,28945.0,48187.0,19565.0,3903.0,27463.0
0.404,30070.0,37768.0,12940.0,18461.0,54464.0,13374.0,2441.0,28960.0,48102.0,19650.0,3876.0,27490.0
0.403,29993.0,37845.0,12910.0,18491.0,54301.0,13537.0,2425.0,28976.0,48004.0,19748.0,3862.0,27504.0
