predictor,LIPNet,LIPNet,AlphaFold-rsa,AlphaFold-rsa,AIUPred,AIUPred
0.338,0.627,0.641,0.394,0.961,0.373,0.904
0.337,0.628,0.642,0.397,0.961,0.374,0.904
0.336,0.629,0.642,0.4,0.962,0.375,0.905
0.335,0.631,0.643,0.404,0.962,0.377,0.905
0.334,0.632,0.643,0.407,0.963,0.378,0.905
0.333,0.633,0.644,0.411,0.963,0.379,0.906
0.332,0.635,0.645,0.414,0.964,0.38,0.906
0.331,0.635,0.646,0.418,0.964,0.382,0.907
0.33,0.636,0.647,0.421,0.965,0.383,0.907
0.329,0.637,0.648,0.425,0.965,0.384,0.908
0.328,0.639,0.649,0.428,0.965,0.386,0.908
0.327,0.64,0.65,0.432,0.966,0.387,0.908
0.326,0.641,0.651,0.436,0.966,0.389,0.909
0.325,0.642,0.652,0.439,0.967,0.39,0.909
0.324,0.643,0.653,0.442,0.967,0.391,0.909
0.323,0.645,0.653,0.446,0.968,0.393,0.91
0.322,0.646,0.654,0.45,0.968,0.394,0.91
0.321,0.647,0.655,0.454,0.969,0.396,0.91
0.32,0.649,0.656,0.457,0.969,0.397,0.911
0.319,0.65,0.657,0.46,0.97,0.398,0.911
0.318,0.651,0.658,0.464,0.97,0.4,0.912
0.317,0.652,0.659,0.468,0.971,0.401,0.912
0.316,0.653,0.66,0.471,0.971,0.403,0.912
0.315,0.654,0.661,0.475,0.972,0.404,0.913
0.314,0.655,0.662,0.479,0.972,0.406,0.913
0.313,0.656,0.663,0.482,0.973,0.407,0.913
0.312,0.658,0.663,0.486,0.973,0.409,0.914
0.311,0.659,0.664,0.49,0.973,0.41,0.914
0.31,0.66,0.665,0.493,0.974,0.411,0.914
0.309,0.661,0.666,0.497,0.974,0.413,0.915
0.308,0.662,0.667,0.5,0.975,0.415,0.915
0.307,0.663,0.667,0.504,0.975,0.416,0.915
0.306,0.665,0.668,0.508,0.976,0.418,0.916
0.305,0.666,0.67,0.511,0.976,0.419,0.916
0.304,0.667,0.67,0.514,0.976,0.421,0.917
0.303,0.668,0.671,0.518,0.977,0.422,0.917
0.302,0.669,0.672,0.522,0.977,0.424,0.917
0.301,0.67,0.673,0.525,0.978,0.426,0.918
0.3,0.671,0.674,0.529,0.978,0.428,0.918
0.299,0.672,0.675,0.532,0.978,0.429,0.918
0.298,0.674,0.676,0.536,0.979,0.43,0.919
0.297,0.675,0.677,0.54,0.979,0.432,0.919
0.296,0.676,0.677,0.543,0.979,0.434,0.919
0.295,0.677,0.678,0.546,0.979,0.435,0.92
0.294,0.678,0.679,0.55,0.98,0.436,0.92
0.293,0.68,0.68,0.553,0.98,0.438,0.921
0.292,0.68,0.681,0.556,0.98,0.439,0.921
0.291,0.682,0.682,0.56,0.981,0.441,0.921
0.29,0.683,0.683,0.563,0.981,0.442,0.922
0.289,0.684,0.683,0.567,0.981,0.444,0.922
0.288,0.686,0.684,0.571,0.982,0.445,0.922
0.287,0.687,0.685,0.574,0.982,0.447,0.923
0.286,0.688,0.686,0.577,0.982,0.448,0.923
0.285,0.689,0.687,0.581,0.982,0.45,0.924
0.284,0.69,0.688,0.584,0.982,0.451,0.924
0.283,0.692,0.688,0.588,0.983,0.453,0.924
0.282,0.693,0.689,0.591,0.983,0.455,0.924
0.281,0.694,0.69,0.595,0.983,0.456,0.925
0.28,0.695,0.691,0.598,0.983,0.458,0.925
0.279,0.696,0.692,0.602,0.984,0.459,0.926
0.278,0.698,0.693,0.605,0.984,0.461,0.926
0.277,0.699,0.694,0.609,0.984,0.463,0.927
0.276,0.7,0.695,0.612,0.984,0.464,0.927
0.275,0.701,0.696,0.615,0.985,0.466,0.927
0.274,0.703,0.697,0.618,0.985,0.467,0.927
0.273,0.704,0.698,0.622,0.985,0.469,0.928
0.272,0.705,0.699,0.625,0.985,0.47,0.928
0.271,0.706,0.699,0.628,0.986,0.472,0.929
0.27,0.708,0.7,0.632,0.986,0.473,0.929
0.269,0.709,0.701,0.635,0.986,0.475,0.929
0.268,0.71,0.702,0.639,0.987,0.476,0.93
0.267,0.711,0.703,0.643,0.987,0.478,0.93
0.266,0.713,0.704,0.646,0.987,0.479,0.93
0.265,0.714,0.705,0.649,0.987,0.481,0.931
0.264,0.715,0.706,0.653,0.988,0.482,0.931
0.263,0.716,0.707,0.656,0.988,0.484,0.931
0.262,0.718,0.708,0.659,0.988,0.485,0.932
0.261,0.719,0.709,0.663,0.988,0.487,0.932
0.26,0.72,0.71,0.666,0.988,0.488,0.933
0.259,0.722,0.711,0.67,0.988,0.49,0.933
0.258,0.723,0.712,0.673,0.989,0.491,0.934
0.257,0.724,0.712,0.677,0.989,0.493,0.934
0.256,0.725,0.713,0.68,0.989,0.495,0.934
0.255,0.727,0.714,0.683,0.989,0.496,0.934
0.254,0.728,0.715,0.687,0.989,0.498,0.935
0.253,0.729,0.716,0.69,0.99,0.499,0.935
0.252,0.731,0.717,0.693,0.99,0.501,0.936
0.251,0.732,0.718,0.697,0.99,0.502,0.936
0.25,0.733,0.719,0.7,0.99,0.504,0.936
0.249,0.734,0.72,0.704,0.99,0.505,0.936
0.248,0.735,0.72,0.707,0.991,0.507,0.937
0.247,0.737,0.722,0.71,0.991,0.508,0.937
0.246,0.738,0.722,0.713,0.991,0.51,0.938
0.245,0.739,0.723,0.716,0.991,0.511,0.938
0.244,0.74,0.725,0.719,0.991,0.513,0.938
0.243,0.741,0.725,0.722,0.992,0.515,0.939
0.242,0.743,0.726,0.725,0.992,0.516,0.939
0.241,0.744,0.728,0.728,0.992,0.517,0.939
0.24,0.745,0.728,0.732,0.992,0.519,0.94
0.239,0.746,0.729,0.735,0.992,0.52,0.94
0.238,0.747,0.73,0.738,0.992,0.522,0.94
0.237,0.749,0.731,0.741,0.992,0.524,0.941
0.236,0.75,0.732,0.744,0.993,0.525,0.941
0.235,0.751,0.733,0.748,0.993,0.527,0.941
0.234,0.752,0.734,0.75,0.993,0.528,0.942
0.233,0.754,0.735,0.754,0.993,0.53,0.942
0.232,0.755,0.736,0.757,0.993,0.531,0.943
0.231,0.756,0.737,0.76,0.993,0.533,0.943
0.23,0.758,0.738,0.763,0.993,0.535,0.943
0.229,0.759,0.739,0.766,0.993,0.536,0.944
0.228,0.76,0.74,0.77,0.993,0.538,0.944
0.227,0.762,0.741,0.773,0.993,0.539,0.944
0.226,0.763,0.742,0.775,0.994,0.541,0.945
0.225,0.764,0.743,0.778,0.994,0.542,0.945
0.224,0.766,0.744,0.781,0.994,0.544,0.946
0.223,0.767,0.745,0.784,0.994,0.545,0.946
0.222,0.768,0.747,0.787,0.994,0.547,0.946
0.221,0.769,0.748,0.791,0.994,0.549,0.947
0.22,0.77,0.749,0.794,0.994,0.55,0.947
0.219,0.772,0.75,0.796,0.994,0.552,0.947
0.218,0.773,0.751,0.799,0.995,0.553,0.948
0.217,0.775,0.753,0.801,0.995,0.555,0.948
0.216,0.776,0.754,0.804,0.995,0.556,0.948
0.215,0.777,0.755,0.806,0.995,0.558,0.948
0.214,0.778,0.756,0.809,0.995,0.559,0.949
0.213,0.78,0.757,0.812,0.995,0.561,0.949
0.212,0.781,0.758,0.815,0.995,0.562,0.95
0.211,0.783,0.759,0.818,0.995,0.564,0.95
0.21,0.784,0.761,0.82,0.996,0.566,0.95
0.209,0.785,0.762,0.823,0.996,0.568,0.95
0.208,0.786,0.763,0.825,0.996,0.569,0.951
0.207,0.787,0.764,0.828,0.996,0.571,0.951
0.206,0.789,0.765,0.83,0.996,0.573,0.951
0.205,0.79,0.766,0.833,0.996,0.574,0.952
0.204,0.791,0.767,0.836,0.996,0.576,0.952
0.203,0.793,0.768,0.838,0.996,0.577,0.952
0.202,0.794,0.769,0.841,0.997,0.579,0.952
0.201,0.796,0.77,0.844,0.997,0.58,0.953
0.2,0.797,0.771,0.846,0.997,0.582,0.953
0.199,0.798,0.772,0.849,0.997,0.584,0.954
0.198,0.799,0.772,0.852,0.997,0.586,0.954
0.197,0.801,0.774,0.854,0.997,0.587,0.954
0.196,0.802,0.775,0.856,0.997,0.589,0.954
0.195,0.804,0.775,0.859,0.997,0.59,0.955
0.194,0.805,0.776,0.862,0.997,0.592,0.955
0.193,0.806,0.777,0.864,0.998,0.594,0.955
0.192,0.807,0.778,0.866,0.998,0.595,0.956
0.191,0.809,0.779,0.868,0.998,0.597,0.956
0.19,0.81,0.78,0.87,0.998,0.599,0.956
0.189,0.811,0.781,0.872,0.998,0.6,0.957
0.188,0.812,0.782,0.874,0.998,0.602,0.957
0.187,0.814,0.783,0.876,0.998,0.604,0.957
0.186,0.815,0.784,0.878,0.998,0.606,0.957
0.185,0.817,0.785,0.88,0.998,0.607,0.957
0.184,0.818,0.786,0.882,0.998,0.609,0.958
0.183,0.82,0.787,0.884,0.998,0.611,0.958
0.182,0.821,0.789,0.886,0.998,0.613,0.958
0.181,0.822,0.79,0.888,0.998,0.615,0.959
0.18,0.824,0.791,0.89,0.998,0.616,0.959
0.179,0.825,0.792,0.892,0.998,0.618,0.959
0.178,0.826,0.793,0.894,0.998,0.62,0.959
0.177,0.828,0.794,0.896,0.998,0.621,0.96
0.176,0.829,0.795,0.898,0.998,0.623,0.96
0.175,0.83,0.797,0.899,0.998,0.625,0.96
0.174,0.832,0.797,0.901,0.999,0.627,0.961
0.173,0.833,0.798,0.903,0.999,0.628,0.961
0.172,0.834,0.799,0.905,0.999,0.63,0.961
0.171,0.836,0.8,0.906,0.999,0.632,0.962
0.17,0.837,0.801,0.908,0.999,0.634,0.962
0.169,0.838,0.803,0.909,0.999,0.636,0.962
0.168,0.839,0.804,0.912,0.999,0.638,0.962
0.167,0.841,0.805,0.913,0.999,0.639,0.963
0.166,0.842,0.807,0.915,0.999,0.641,0.963
0.165,0.843,0.808,0.916,0.999,0.643,0.963
0.164,0.845,0.809,0.918,0.999,0.645,0.963
0.163,0.846,0.81,0.919,0.999,0.646,0.963
0.162,0.848,0.811,0.921,0.999,0.648,0.964
0.161,0.849,0.812,0.923,0.999,0.65,0.964
0.16,0.85,0.814,0.924,0.999,0.652,0.964
0.159,0.852,0.815,0.926,0.999,0.654,0.965
0.158,0.853,0.816,0.927,0.999,0.656,0.965
0.157,0.855,0.817,0.928,0.999,0.658,0.965
0.156,0.856,0.818,0.93,0.999,0.659,0.965
0.155,0.857,0.82,0.931,1.0,0.661,0.965
0.154,0.859,0.821,0.932,1.0,0.663,0.965
0.153,0.86,0.822,0.934,1.0,0.665,0.966
0.152,0.861,0.822,0.935,1.0,0.666,0.966
0.151,0.863,0.823,0.936,1.0,0.668,0.966
0.15,0.864,0.824,0.937,1.0,0.67,0.966
0.149,0.865,0.826,0.938,1.0,0.672,0.966
0.148,0.867,0.827,0.94,1.0,0.674,0.966
0.147,0.868,0.828,0.941,1.0,0.676,0.967
0.146,0.869,0.83,0.942,1.0,0.678,0.967
0.145,0.871,0.831,0.944,1.0,0.68,0.967
0.144,0.872,0.832,0.945,1.0,0.682,0.967
0.143,0.873,0.832,0.946,1.0,0.684,0.968
0.142,0.874,0.834,0.947,1.0,0.686,0.968
0.141,0.876,0.835,0.948,1.0,0.688,0.968
0.14,0.877,0.836,0.949,1.0,0.69,0.968
0.139,0.878,0.838,0.95,1.0,0.692,0.969
0.138,0.88,0.839,0.951,1.0,0.694,0.969
0.137,0.881,0.84,0.952,1.0,0.696,0.969
0.136,0.882,0.841,0.953,1.0,0.698,0.97
0.135,0.883,0.843,0.954,1.0,0.7,0.97
0.134,0.885,0.844,0.955,1.0,0.702,0.97
0.133,0.886,0.845,0.956,1.0,0.704,0.97
0.132,0.887,0.846,0.957,1.0,0.706,0.97
0.131,0.889,0.848,0.958,1.0,0.708,0.97
0.13,0.89,0.849,0.959,1.0,0.71,0.971
0.129,0.891,0.85,0.96,1.0,0.712,0.971
0.128,0.893,0.851,0.961,1.0,0.714,0.971
0.127,0.894,0.853,0.962,1.0,0.717,0.971
0.126,0.895,0.854,0.963,1.0,0.719,0.972
0.125,0.897,0.856,0.964,1.0,0.721,0.972
0.124,0.898,0.857,0.964,1.0,0.723,0.972
0.123,0.899,0.858,0.965,1.0,0.726,0.972
0.122,0.901,0.859,0.966,1.0,0.728,0.973
0.121,0.902,0.86,0.967,1.0,0.73,0.973
0.12,0.903,0.861,0.968,1.0,0.732,0.973
0.119,0.905,0.863,0.969,1.0,0.735,0.973
0.118,0.906,0.864,0.969,1.0,0.737,0.973
0.117,0.908,0.865,0.97,1.0,0.739,0.974
0.116,0.909,0.866,0.971,1.0,0.741,0.974
0.115,0.91,0.867,0.972,1.0,0.743,0.974
0.114,0.912,0.868,0.973,1.0,0.746,0.974
0.113,0.913,0.87,0.973,1.0,0.748,0.974
0.112,0.914,0.871,0.974,1.0,0.75,0.974
0.111,0.915,0.872,0.975,1.0,0.752,0.974
0.11,0.916,0.873,0.975,1.0,0.754,0.975
0.109,0.918,0.875,0.976,1.0,0.756,0.975
0.108,0.919,0.876,0.977,1.0,0.759,0.975
0.107,0.92,0.877,0.977,1.0,0.761,0.975
0.106,0.921,0.878,0.978,1.0,0.763,0.976
0.105,0.923,0.88,0.978,1.0,0.765,0.976
0.104,0.924,0.881,0.979,1.0,0.767,0.976
0.103,0.925,0.883,0.98,1.0,0.769,0.976
0.102,0.926,0.884,0.98,1.0,0.771,0.977
0.101,0.928,0.885,0.981,1.0,0.773,0.977
0.1,0.929,0.887,0.981,1.0,0.776,0.977
0.099,0.93,0.888,0.982,1.0,0.778,0.977
0.098,0.931,0.889,0.982,1.0,0.78,0.977
0.097,0.932,0.89,0.983,1.0,0.782,0.978
0.096,0.933,0.891,0.984,1.0,0.784,0.978
0.095,0.935,0.893,0.984,1.0,0.786,0.978
0.094,0.936,0.894,0.984,1.0,0.788,0.979
0.093,0.937,0.895,0.985,1.0,0.79,0.979
0.092,0.938,0.896,0.985,1.0,0.792,0.979
0.091,0.939,0.897,0.986,1.0,0.794,0.979
0.09,0.94,0.899,0.987,1.0,0.796,0.98
0.089,0.941,0.9,0.987,1.0,0.798,0.98
0.088,0.943,0.902,0.987,1.0,0.801,0.98
0.087,0.944,0.903,0.988,1.0,0.803,0.981
0.086,0.945,0.904,0.988,1.0,0.805,0.981
0.085,0.946,0.905,0.988,1.0,0.807,0.981
0.084,0.947,0.906,0.989,1.0,0.808,0.981
0.083,0.948,0.908,0.989,1.0,0.811,0.982
0.082,0.949,0.909,0.989,1.0,0.813,0.982
0.081,0.95,0.91,0.99,1.0,0.815,0.982
0.08,0.951,0.911,0.99,1.0,0.817,0.982
0.079,0.952,0.912,0.99,1.0,0.819,0.983
0.078,0.954,0.914,0.991,1.0,0.821,0.983
0.077,0.955,0.915,0.991,1.0,0.823,0.983
0.076,0.956,0.917,0.991,1.0,0.825,0.984
0.075,0.957,0.918,0.992,1.0,0.828,0.984
0.074,0.958,0.919,0.992,1.0,0.829,0.984
0.073,0.959,0.92,0.992,1.0,0.831,0.984
0.072,0.96,0.921,0.992,1.0,0.833,0.985
0.071,0.961,0.923,0.992,1.0,0.836,0.985
0.07,0.962,0.924,0.993,1.0,0.838,0.985
0.069,0.963,0.925,0.993,1.0,0.84,0.985
0.068,0.965,0.926,0.993,1.0,0.842,0.986
0.067,0.966,0.927,0.993,1.0,0.845,0.986
0.066,0.966,0.929,0.994,1.0,0.846,0.986
0.065,0.968,0.93,0.994,1.0,0.849,0.986
0.064,0.968,0.931,0.994,1.0,0.851,0.987
0.063,0.969,0.932,0.994,1.0,0.853,0.987
0.062,0.97,0.933,0.994,1.0,0.855,0.987
0.061,0.972,0.935,0.994,1.0,0.857,0.987
0.06,0.972,0.936,0.995,1.0,0.86,0.987
0.059,0.973,0.938,0.995,1.0,0.862,0.987
0.058,0.974,0.939,0.995,1.0,0.865,0.987
0.057,0.975,0.941,0.995,1.0,0.867,0.988
0.056,0.976,0.942,0.996,1.0,0.869,0.988
0.055,0.977,0.943,0.996,1.0,0.871,0.988
0.054,0.977,0.945,0.996,1.0,0.873,0.988
0.053,0.978,0.946,0.996,1.0,0.876,0.989
0.052,0.979,0.947,0.996,1.0,0.878,0.989
0.051,0.98,0.949,0.996,1.0,0.88,0.989
0.05,0.981,0.95,0.997,1.0,0.883,0.989
0.049,0.981,0.951,0.997,1.0,0.885,0.99
0.048,0.982,0.954,0.997,1.0,0.888,0.99
0.047,0.983,0.955,0.997,1.0,0.89,0.99
0.046,0.984,0.956,0.997,1.0,0.892,0.99
0.045,0.985,0.957,0.997,1.0,0.894,0.991
0.044,0.985,0.959,0.998,1.0,0.896,0.991
0.043,0.986,0.96,0.998,1.0,0.898,0.991
0.042,0.987,0.961,0.998,1.0,0.9,0.991
0.041,0.987,0.963,0.998,1.0,0.902,0.992
0.04,0.988,0.963,0.998,1.0,0.904,0.992
0.039,0.989,0.965,0.998,1.0,0.907,0.992
0.038,0.99,0.966,0.998,1.0,0.909,0.992
0.037,0.99,0.968,0.998,1.0,0.911,0.992
0.036,0.991,0.969,0.998,1.0,0.913,0.992
0.035,0.991,0.971,0.999,1.0,0.915,0.993
0.034,0.992,0.972,0.999,1.0,0.917,0.993
0.033,0.992,0.974,0.999,1.0,0.919,0.993
0.032,0.993,0.975,0.999,1.0,0.921,0.993
0.031,0.993,0.977,0.999,1.0,0.922,0.993
0.03,0.993,0.978,0.999,1.0,0.924,0.993
0.029,0.994,0.979,0.999,1.0,0.926,0.994
0.028,0.994,0.981,,,0.928,0.994
0.027,0.995,0.982,0.999,1.0,0.93,0.994
0.026,0.995,0.983,0.999,1.0,0.932,0.994
0.025,0.996,0.985,0.999,1.0,0.934,0.994
0.024,0.996,0.986,0.999,1.0,0.937,0.994
0.023,0.996,0.987,0.999,1.0,0.939,0.995
0.022,0.997,0.988,1.0,1.0,0.94,0.995
0.021,0.997,0.989,1.0,1.0,0.942,0.995
0.02,0.997,0.99,1.0,1.0,0.944,0.996
0.019,0.998,0.991,1.0,1.0,0.946,0.996
0.018,0.998,0.992,1.0,1.0,0.948,0.996
0.017,0.998,0.993,1.0,1.0,0.95,0.996
0.016,0.998,0.994,1.0,1.0,0.952,0.996
0.015,0.999,0.994,1.0,1.0,0.953,0.997
0.014,0.999,0.995,1.0,1.0,0.955,0.997
0.013,0.999,0.996,,,0.957,0.997
0.012,0.999,0.997,,,0.959,0.997
0.011,0.999,0.998,,,0.961,0.997
0.01,0.999,0.998,1.0,1.0,0.963,0.998
0.009,1.0,0.999,1.0,1.0,0.965,0.998
0.008,1.0,1.0,,,0.967,0.998
0.007,1.0,1.0,,,0.969,0.998
0.006,1.0,1.0,,,0.972,0.998
0.005,1.0,1.0,,,0.974,0.999
0.004,1.0,1.0,1.0,1.0,0.977,0.999
0.003,,,1.0,1.0,0.98,0.999
0.002,,,,,0.984,0.999
0.001,,,,,0.991,1.0
0.0,,,,,1.0,1.0
